Fiyat,Ekran Kartı,İşlemci,İşlemci Nesli,İşlemci Modeli,Ram,Ekran Boyutu,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Max İşlemci Hızı,Ram Tipi,SSD Kapasitesi,SSD Teknolojisi,Temel İşlemci Hızı,Çözünürlük,İşlemci Frekansı,İşlemci Çekirdek Sayısı,İşletim Sistemi
9899.0,Paylaşımlı,Intel Celeron,Yok,N4020,4.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,Yok,,,,DDR4,128.0,,1.1,1366 x 768,,2,Windows
10584.0,AMD,AMD Ryzen 5,5. Nesil,5600G,16.0,,DDR4,Paylaşımlı,Dahili,,,2 Yıl,,DDR4,256.0,,3.9,,3.00 GHz üstü,6,Free Dos
39999.0,AMD Radeon RX 550,Intel Core i5,10. Nesil,10400F,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,2.50 GHz - 3.00 GHz,6,Free Dos
29999.0,Nvidia GeForce RTX 4050,Intel Core i5,12. Nesil,12450H,8.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,8,Free Dos
35599.0,Nvidia GeForce RTX 4060,Intel Core i7,12. Nesil,12650H,16.0,"15,6 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,4.7,DDR4,500.0,Gen 3,,1920 x 1080,,10,Free Dos
13625.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,4,Ubuntu
17299.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,6 inç ve üstü,GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
41580.0,M2 8 Çekirdekli,M2,2. Nesil,9425,8.0,13 inç,DDR4,Paylaşımlı,Dahili,144 Hz,,2 Yıl,,DDR4,256.0,,,2560 x 1600,,8,Mac Os
25999.0,Nvidia GeForce GTX 1650,AMD Ryzen 5,Belirtilmemiş,5600H,8.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,4.2,DDR4,512.0,,3.3,1920 x 1080,,6,Free Dos
9899.0,Nvidia Geforce GT 740,Intel Core i5,Belirtilmemiş,2400,16.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,75 Hz,,2 Yıl,,,256.0,,3.1,1920 x 1080,3.00 GHz üstü,4,Windows
13499.0,AMD Radeon Graphics,AMD Ryzen 5,Belirtilmemiş,4600H,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,256.0,,,1920 x 1080,,Belirtilmemiş,Windows
351999.0,Nvidia GeForce RTX 3050 Ti,AMD Ryzen 7,6. Nesil,6800H,16.0,"15,6 inç",Belirtilmemiş,4 GB,Harici,144 Hz,,2 Yıl,4.7,DDR4,512.0,,3.2,1920 x 1080,,8,Free Dos
39999.0,AMD Radeon RX 580,Intel Core i5,10. Nesil,10400F,16.0,"24"" / 61 Ekran",GDDR5,8 GB,Harici,75 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,2.50 GHz - 3.00 GHz,6,Free Dos
11649.0,Intel UHD Graphics,Intel Core i3,11. Nesil,1115G4,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,Belirtilmemiş,Windows
6949.0,AMD Radeon RX 560,Intel Core i5,Belirtilmemiş,2400,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,,256.0,,3.1,,3.00 GHz üstü,4,Windows
39999.0,Nvidia GeForce RTX 4050,Intel Core i5,12. Nesil,12500H,16.0,"17,3 inç",GDDR6,6 GB,Harici,360 Hz,,2 Yıl,4.5,DDR4,512.0,,3.3,1920 x 1080,,12,Free Dos
10499.0,Nvidia Geforce GT 740,Intel Core i5,Belirtilmemiş,2400,16.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,3.1,1920 x 1080,3.00 GHz üstü,4,Windows
10949.0,Nvıdıa GeForce GT 730,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,75 Hz,,2 Yıl,,,240.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
15499.0,AMD Radeon RX 580,AMD Ryzen 5,Belirtilmemiş,AMD Ryzen 5 1600,32.0,25 + inç,GDDR5,8 GB,Harici,90 Hz,,2 Yıl,,DDR4,240.0,Gen 3,3.4,1920 x 1080,3.00 GHz üstü,12,Windows
17570.0,Nvidia GeForce 1050 Ti,AMD Ryzen 5,3. Nesil,3600,16.0,"24"" / 61 Ekran",GDDR5,,Harici,,,2 Yıl,,,256.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
17139.0,Intel XE Graphics,Intel Core i5,10. Nesil,1235U,8.0,16 inç,DDR4,8 GB,Dahili,90 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1200,,10,Windows
18499.0,Dahili Ekran Kartı,Intel Core i7,8. Nesil,8565U,8.0,14 inç,DDR5,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.6,DDR4,256.0,,1.8,1366 x 768,,4,Free Dos
11399.0,Nvidia GeForce GTX 1660 SUPER,Intel Core i5,3. Nesil,İ5-3470,16.0,,GDDR6,6 GB,Harici,,,2 Yıl,,DDR3,512.0,,,,3.00 GHz üstü,4,Free Dos
19999.0,,Apple M1,,,,,DDR4,,,,,,,,512.0,,,,,,Mac Os
9099.0,Nvidia Geforce GT 740,Intel Core i5,Belirtilmemiş,2400,16.0,22 - 24 inç,DDR3,4 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.1,1920 x 1080,,4,Windows
11849.0,AMD Radeon Graphics,AMD Ryzen 5,5. Nesil,7520U,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,4,Free Dos
9349.0,Nvidia GeForce GT 730,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,512.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
89990.0,Dahili Ekran Kartı,Intel Core i3,Belirtilmemiş,3200U,4.0,,Belirtilmemiş,,Dahili,,,2 Yıl,,,120.0,,,1366 x 768,,2,Free Dos
12999.0,Nvidia GeForce GTX1050 Ti,Intel Core i7,Belirtilmemiş,860,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,2.8,1920 x 1080,,4,Windows
52499.0,Nvidia GeForce RTX 4070,AMD Ryzen 9,7. Nesil,7940HS,16.0,"15,6 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,8,Free Dos
13441.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1155G7,8.0,"15,6 inç",SD,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,4,Free Dos
12849.0,Nvidia GeForce GTX1050 Ti,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,512.0,,,1920 x 1080,3.00 GHz üstü,4,Free Dos
5382.0,Intel HD Graphics,Intel Core i5,3. Nesil,3470,8.0,"20"" / 51 Ekran",Dahili,,Dahili,,,2 Yıl,,,256.0,,,,,4,Free Dos
13499.0,AMD Radeon R5,AMD Ryzen 5,7. Nesil,7520U,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,LPDDR5,256.0,,,1920 x 1080,,4,Windows
8349.0,AMD Radeon RX 580,Intel Core i5,3. Nesil,3470,16.0,,GDDR5,8 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
14533.0,Nvidia GeForce GTX 1660 SUPER,Intel Core i5,3. Nesil,3470,16.0,"24"" / 61 Ekran",GDDR6,4 GB,Harici,,,2 Yıl,,DDR3,512.0,,,1920 x 1080,,4,Free Dos
21599.0,Nvidia GeForce RTX3060,AMD Ryzen 5,,3600,32.0,,GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
247491.0,Nvidia GeForce GTX 1650,AMD Ryzen 5,5. Nesil,5600H,8.0,"15,6 inç",GDDR6,4 GB,Harici,Belirtilmemiş,,2 Yıl,4.2,DDR4,256.0,,,1920 x 1080,,6,Free Dos
17369.0,Nvidia GeForce MX550,Intel Core i5,12. Nesil,1235U,8.0,"15,6 inç",GDDR6,2 GB,Harici,Belirtilmemiş,,2 Yıl,4.4,DDR4,512.0,,,1920 x 1080,,10,Windows
6749.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,3470,16.0,6 inç ve üstü,GDDR5,4 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
16999.0,AMD,AMD Ryzen 5,4. Nesil,4600H,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,6,Free Dos
156282.0,AMD Radeon Graphics,AMD Ryzen 5,5. Nesil,5625U,16.0,"15,6 inç",SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,6,Free Dos
71296.0,AMD Radeon Vega 3,AMD Athlon,Belirtilmemiş,AMD Athlon 3000G,16.0,,DDR4,Paylaşımlı,Dahili,,,2 Yıl,,DDR4,256.0,,3.5,1920 x 1080,3.00 GHz üstü,2,Free Dos
24599.0,Nvidia GeForce RTX 3050,Intel Core i5,10. Nesil,10400F,16.0,25 + inç,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,2.9,1920 x 1080,3.00 GHz üstü,6,Free Dos
27982.0,Nvidia GeForce RTX 3050,Intel Core i5,11. Nesil,11320H,16.0,"15,6 inç",GDDR6,4 GB,Harici,165 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,4,Windows
32499.0,Nvidia GeForce RTX 3050,Intel Core i7,13. Nesil,13700H,16.0,"16,1 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,14,Free Dos
9499.0,Nvidia GT730,Intel Core i7,1. Nesil,860,8.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,240.0,,2.8,1920 x 1080,3.00 GHz üstü,4,Free Dos
248343.0,Nvidia GeForce RTX 3050,Intel Core i5,11. Nesil,11320H,16.0,"15,6 inç",GDDR6,4 GB,Harici,120 Hz,,2 Yıl,4.5,DDR4,512.0,,3.2,1920 x 1080,,4,Free Dos
10299.0,Nvidia Geforce GT 740,AMD Ryzen 5,Belirtilmemiş,Ryzen 5 4500,32.0,,DDR3,4 GB,Harici,,,2 Yıl,,DDR4,256.0,,3.6,,,6,Windows
5999.0,Intel Iris Pro Graphics,Intel Core i5,Belirtilmemiş,2400,16.0,"20"" / 51 Ekran",DDR3,Paylaşımlı,Paylaşımlı,60 Hz,,2 Yıl,,,256.0,,3.1,1920 x 1080,3.00 GHz üstü,4,Windows
10649.0,AMD Radeon R5 230,Intel Core i5,10. Nesil,10400F,16.0,,DDR3,2 GB,Harici,,,2 Yıl,,DDR4,512.0,,,,2.50 GHz - 3.00 GHz,6,Free Dos
17999.0,AMD Radeon RX 580,AMD Ryzen 5,3. Nesil,3600,32.0,"24"" / 61 Ekran",GDDR5,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
34999.0,Nvidia GeForce RTX 4050,AMD Ryzen 7,7. Nesil,7735HS,8.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,4.7,DDR5,512.0,,Belirtilmemiş,1920 x 1080,,16,Windows
11547.0,Intel UHD Graphics,Intel Core i3,12. Nesil,1215U,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,6,Windows
8199.0,AMD Radeon Graphics,AMD Ryzen 3,3. Nesil,7320U,4.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.1,LPDDR5,256.0,,2.4,1920 x 1080,,4,Free Dos
43999.0,Nvidia GeForce RTX3060,Intel Core i7,12. Nesil,12700K,32.0,25 + inç,GDDR6,12 GB,Harici,165 Hz,,2 Yıl,,DDR4,512.0,Gen 3,2.1,1920 x 1080,2.00 GHz - 2.40 GHz,12,Windows
8499.0,Intel UHD Graphics,Intel Core i3,3. Nesil,N305,4.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,128.0,,,1920 x 1080,,8,Windows
31500.0,Nvidia GeForce RTX3060,AMD Ryzen 7,,5700G,16.0,,GDDR6,12 GB,,,,,,DDR4,256.0,,3.8,,3.00 GHz üstü,8,Windows
18999.0,Intel Iris Graphics,Intel Core i7,11. Nesil,1165G7,8.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.7,DDR4,512.0,,2.8,1920 x 1080,,4,Free Dos
43800.0,Nvidia GeForce RTX 3070Ti,AMD Ryzen 7,6. Nesil,6800H,16.0,16 inç,GDDR6,8 GB,Harici,165 Hz,,2 Yıl,4.7,DDR5,512.0,,3.2,2560 x 1600,,8,Windows
17499.0,AMD Radeon RX 580,AMD Ryzen 5,Belirtilmemiş,Ryzen 5 4500,32.0,25 + inç,DDR5,8 GB,Harici,75 Hz,,2 Yıl,,DDR4,256.0,,3.6,1920 x 1080,,6,Windows
333870.0,Nvidia GeForce RTX 4060Ti,AMD Ryzen 5,5. Nesil,Ryzen 5 5600,16.0,25 + inç,GDDR6,,Harici,,,2 Yıl,,,512.0,,,1920 x 1080,,6,Free Dos
436150.0,Nvidia GeForce RTX 4070,Intel Core i5,13. Nesil,1000M,32.0,,GDDR6X,,Harici,,,2 Yıl,,,512.0,,,,,10,Free Dos
35399.0,M1 7 Çekirdekli,Apple M1,Belirtilmemiş,Belirtilmemiş,16.0,13 inç,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,256.0,,Belirtilmemiş,2560 x 1600,,8,Mac Os
10584.0,AMD,AMD Ryzen 5,5. Nesil,5600G,16.0,,DDR4,Paylaşımlı,Dahili,,,2 Yıl,,DDR4,256.0,,3.9,,3.00 GHz üstü,6,Free Dos
79999.0,AMD Radeon Pro 5300M,Intel Core i5,,Belirtilmemiş,8.0,,GDDR5,,,,,,,,512.0,,,,,,Mac Os
76796.0,Intel Iris Graphics,Intel Core i7,12. Nesil,1255U,16.0,13 inç,Dahili,Paylaşımlı,Dahili,120 Hz,,2 Yıl,4.7,LPDDR5,512.0,,3.5,2880 x 1800,,10,Windows
6499.0,Nvıdıa GeForce GT 730,Intel Core i5,4. Nesil,4570,16.0,6 inç ve üstü,DDR3,4 GB,Harici,,,2 Yıl,,DDR3,512.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
183611.0,Nvidia GeForce RTX 2060,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,,GDDR6,6 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,12,Free Dos
33999.0,Nvidia GeForce RTX 4060,Intel Core i5,12. Nesil,12450H,16.0,"15,6 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,4.4,DDR4,500.0,Gen 3,,1920 x 1080,,8,Free Dos
7799.0,Nvidia GeForce GT 730,Intel Core i5,3. Nesil,İ5-3470,8.0,"19"" / 48 Ekran",DDR3,4 GB,Harici,60 Hz,,2 Yıl,,DDR3,120.0,,3.2,1366 x 768,3.00 GHz üstü,4,Free Dos
14899.0,Nvidia GeForce GTX1050 Ti,Intel Core i5,10. Nesil,10400F,32.0,,GDDR5,4 GB,Harici,,,2 Yıl,,DDR4,512.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
6499.0,Nvıdıa GeForce GT 730,Intel Core i5,4. Nesil,4570,16.0,6 inç ve üstü,DDR3,4 GB,Harici,,,2 Yıl,,DDR3,512.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
52399.0,M2 8 Çekirdekli,Apple M2,2. Nesil,Belirtilmemiş,16.0,"13,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,LPDDR5,512.0,,,2560 x 1664,,8,Mac Os
23999.0,Intel UHD Graphics,Intel Core i5,10. Nesil,10210U,8.0,14 inç,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.2,DDR4,512.0,,1.6,1920 x 1080,,4,Windows
6899.0,AMD Radeon RX 550,Intel Core i5,4. Nesil,4570,16.0,6 inç ve üstü,GDDR5,4 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
28799.0,Nvidia GeForce RTX 3050 Ti,Intel Core i7,11. Nesil,11800H,16.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,4.6,DDR4,500.0,Gen 4,2.3,1920 x 1080,,8,Free Dos
29788.0,AMD Radeon Graphics,Ryzen Z1,Belirtilmemiş,Belirtilmemiş,16.0,7 inç,Belirtilmemiş,Paylaşımlı,Dahili,120 Hz,,2 Yıl,,LPDDR5,512.0,,,1920 x 1080,,6,Windows
14899.0,AMD Radeon RX 550,Intel Core i3,10. Nesil,10100F,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,,,2 Yıl,,,512.0,,,1920 x 1080,3.00 GHz üstü,4,Free Dos
25499.0,Nvidia GeForce RTX 3050 Ti,Intel Core i5,12. Nesil,12450H,16.0,"15,6 inç",GDDR6,4 GB,Harici,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,8,Free Dos
227278.0,AMD Radeon RX 580,Intel Core i5,10. Nesil,10400F,16.0,"24"" / 61 Ekran",DDR5,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,6,Free Dos
5999.0,Nvidia GT730,Intel Core i7,1. Nesil,860,16.0,,DDR3,4 GB,Harici,,,2 Yıl,,DDR3,256.0,,2.8,,3.00 GHz üstü,4,Free Dos
132937.0,Nvidia GeForce GTX1050 Ti,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,,,2 Yıl,,,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
9699.0,Nvidia GeForce GTX 1650,Intel Core i5,Belirtilmemiş,İ5-3470,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,,256.0,,3.2,,,4,Windows
14999.0,AMD Radeon RX 550,AMD Ryzen 5,,3600,16.0,25 + inç,GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR4,240.0,,3.6,1920 x 1080,3.00 GHz üstü,4,Free Dos
14699.0,Nvidia GeForce 1050 Ti,Intel Core i5,3. Nesil,3470,16.0,22 - 24 inç,DDR3,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
29999.0,Nvidia GeForce RTX 4050,Intel Core i5,12. Nesil,12450H,16.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,8,Free Dos
51999.0,Dahili Ekran Kartı,Apple M1,,Belirtilmemiş,8.0,,Belirtilmemiş,,,,,,,,512.0,,,,,,Mac Os
8799.0,Intel UHD Graphics,Intel Celeron,5. Nesil,N4200,8.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,128.0,,,1920 x 1080,,2,Windows
29576.0,Paylaşımlı,Intel Core i7,4. Nesil,4600U,8.0,"15,6 inç",DDR3,Paylaşımlı,Dahili,,HD,,,,256.0,,,1600 x 900,,2,Windows
18999.0,Nvidia GeForce GTX1050 Ti,AMD Ryzen 5,,3600,32.0,25 + inç,GDDR5,4 GB,Harici,,,2 Yıl,,DDR4,256.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
49999.0,Nvidia GeForce RTX3060,Intel Core i7,12. Nesil,12650H,16.0,"17,3 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,4.7,DDR4,512.0,,3.5,1920 x 1080,,10,Free Dos
24699.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,6. Nesil,6600H,16.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,4.5,DDR5,512.0,,3.3,1920 x 1080,,6,Free Dos
11499.0,Nvidia GT730,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",DDR3,4 GB,Nvidia GeForce GT730M,75 Hz,,2 Yıl,,DDR3,240.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
18299.0,Nvidia GeForce RTX 2060 Super,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,32.0,6 inç ve üstü,GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,512.0,Gen 3,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
5999.0,Dahili Ekran Kartı,Intel Core i5,2. Nesil,2400,8.0,"19"" / 48 Ekran",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR3,256.0,,3.2,1440 x 900,3.00 GHz üstü,4,Free Dos
9099.0,Nvidia Geforce GT 740,Intel Core i5,Belirtilmemiş,2400,16.0,22 - 24 inç,DDR3,4 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.1,1920 x 1080,,4,Windows
23399.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,"24"" / 61 Ekran",GDDR6,8 GB,Harici,165 Hz,,2 Yıl,,DDR4,256.0,Gen 3,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
29500.0,Nvidia GeForce RTX 3050 Ti,AMD Ryzen 5,4. Nesil,4600H,8.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,6,Windows
20399.0,Nvidia GeForce GTX 1650,Intel Core i5,10. Nesil,10400F,32.0,"24"" / 61 Ekran",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
261958.0,Nvidia GeForce RTX 2050,Intel Core i5,11. Nesil,11400H,8.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,4.5,DDR4,512.0,,2.7,1920 x 1080,,12,Windows
23699.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,,3600,32.0,"24"" / 61 Ekran",GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
233700.0,Nvidia Geforce GTX1660 Ti,Intel Core i5,10. Nesil,10400F,16.0,,GDDR6,,Harici,,,2 Yıl,,,512.0,,,,,6,Free Dos
42100.0,M2 10 Çekirdekli,M2,2. Nesil,Belirtilmemiş,8.0,13 inç,DDR4,Paylaşımlı,Dahili,120 Hz,,2 Yıl,,DDR4,256.0,,,2560 x 1600,,8,Mac Os
23699.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,,3600,32.0,"24"" / 61 Ekran",GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
45699.0,Nvidia GeForce RTX 4070,Intel Core i7,13. Nesil,13700H,16.0,16 inç,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,14,Free Dos
14799.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1155G7,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.5,DDR4,500.0,,2.5,1920 x 1080,,4,Free Dos
51489.0,Nvidia GeForce RTX 4070,AMD Ryzen 9,7. Nesil,7940HS,16.0,"15,6 inç",GDDR6,8 GB,Dahili,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,8,Free Dos
13249.0,Nvidia GeForce GTX1050 Ti,Intel Core i5,Belirtilmemiş,2400,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,,,2 Yıl,,DDR3,240.0,,3.1,1920 x 1080,,6,Windows
7799.0,AMD Radeon R7 240,Intel Core i5,2. Nesil,2400,16.0,"19"" / 48 Ekran",DDR3,4 GB,Harici,60 Hz,,2 Yıl,,,256.0,,3.2,1440 x 900,3.00 GHz üstü,4,Free Dos
15849.0,AMD Radeon RX6600,AMD Ryzen 5,5. Nesil,3600,16.0,,GDDR6,,Dahili,,,2 Yıl,,,500.0,,,,,4,Free Dos
42999.0,Nvidia GeForce RTX 4050,Intel Core i7,13. Nesil,8100,16.0,"15,6 inç",DDR5,6 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,6,Free Dos
15999.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,,GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,500.0,Gen 3,3.6,,3.00 GHz üstü,12,Windows
3849.0,Intel HD Graphics,Intel Core i5,2. Nesil,650,8.0,,DDR3,,Dahili,,,2 Yıl,,,128.0,,3.2,,3.00 GHz üstü,2,Free Dos
55339.0,Nvidia GeForce RTX 4070,Intel Core i9,13. Nesil,13900H,16.0,"15,6 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,14,Free Dos
19999.0,Nvidia GeForce GTX 1650,AMD Ryzen 5,3. Nesil,3600,16.0,"24"" / 61 Ekran",GDDR6,4 GB,Harici,165 Hz,,2 Yıl,,DDR4,256.0,Gen 3,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
59999.0,M2 8 Çekirdekli,M2,Belirtilmemiş,Belirtilmemiş,16.0,"13,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,Belirtilmemiş,512.0,,,2560 x 1664,,8,Mac Os
41999.0,Intel Iris Graphics,Intel Core i5,12. Nesil,Belirtilmemiş,16.0,14 inç,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,LPDDR5,512.0,,,2880 x 1800,,12,Windows
9490.0,Paylaşımlı,Intel Celeron,10. Nesil,5205U,4.0,14 inç,DDR5,Paylaşımlı,Dahili,60 Hz,Full HD,,,,128.0,,1 - 2,1366 x 768,,2,Windows
11199.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,,1920 x 1080,3.00 GHz üstü,4,Free Dos
10999.0,Dahili Ekran Kartı,AMD Ryzen 5,11. Nesil,5500U,8.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.0,DDR4,256.0,,2.1,1920 x 1080,,6,Free Dos
