Fiyat,Ekran Kartı,İşlemci,İşlemci Nesli,İşlemci Modeli,Ram,Ekran Boyutu,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Max İşlemci Hızı,Ram Tipi,SSD Kapasitesi,SSD Teknolojisi,Temel İşlemci Hızı,Çözünürlük,İşlemci Frekansı,İşlemci Çekirdek Sayısı,İşletim Sistemi
43489.0,Nvidia GeForce RTX 4070,AMD Ryzen 7,7. Nesil,7840HS,16.0,"16,1 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,5.0,DDR5,512.0,Gen 4,5.1,1920 x 1080,,8,Free Dos
33499.0,Nvidia GeForce RTX 4050,AMD Ryzen 5,7. Nesil,660,16.0,"16,1 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,6,Free Dos
129999.0,AMD Radeon RX 5500 XT,Intel Core i3,10. Nesil,10100F,8.0,,DDR4,8 GB,AMD Radeon Vega 8,,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,8,Windows
74033.0,AMD Radeon RX 580,Intel Core i5,3. Nesil,İ5-3470,16.0,,GDDR6,8 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
14354.0,Intel XE Graphics,Intel Core i5,12. Nesil,1260p,8.0,18 inç,Dahili,4 GB,Harici,60 Hz,,2 Yıl,,LPDDR3,256.0,Gen 3,,1920 x 1080,,8,Free Dos
7849.0,Intel HD Graphics,Intel Core i5,3. Nesil,3470,16.0,23.8 inç,Dahili,Paylaşımlı,Dahili,75 Hz,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
24899.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,Belirtilmemiş,6600H,16.0,"15,6 inç",Belirtilmemiş,4 GB,Harici,120 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,6,Windows
396710.0,Nvidia GeForce RTX 3060 Ti,AMD Ryzen 7,,Ryzen 7 5700X,32.0,,GDDR6,,,,,2 Yıl,,,512.0,,,,,,Free Dos
8999.0,Intel UHD Graphics,Intel Celeron,4. Nesil,N4020,4.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR4,128.0,,2.8,1920 x 1080,,2,Windows
12299.0,Dahili Ekran Kartı,AMD Ryzen 5,5. Nesil,5500U,16.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,500.0,,,1920 x 1080,,6,Free Dos
11899.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,4,Windows
24284.0,Intel XE Graphics,Intel Core i7,11. Nesil,11390H,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,90 Hz,,2 Yıl,5.0,DDR5,512.0,Gen 3,2.9,1920 x 1080,,4,Windows
5749.0,Nvidia Geforce GT 740,Intel Core i5,4. Nesil,4570,16.0,,DDR3,4 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.2,,3.00 GHz üstü,4,Free Dos
10249.0,Intel UHD Graphics,Intel Core i3,11. Nesil,1115G4,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,2,Free Dos
25499.0,Intel XE Graphics,Intel Core i5,10. Nesil,Belirtilmemiş,8.0,14 inç,DDR5,8 GB,Dahili,90 Hz,,2 Yıl,,LPDDR5,512.0,,,1920 x 1200,,12,Windows
19599.0,AMD Radeon RX 550,AMD Ryzen 5,3. Nesil,3600,16.0,25 + inç,GDDR5,4 GB,Harici,165 Hz,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
10158.0,Nvidia GeForce GT 730M,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",DDR3,,Harici,,,,,,240.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
9924.0,AMD Radeon Vega 3,AMD Ryzen 3,7. Nesil,7320U,8.0,"15,6 inç",DDR3,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.1,LPDDR5,512.0,,,1920 x 1080,,4,Free Dos
29299.0,Nvidia GeForce RTX 3050,Intel Core i5,12. Nesil,12450H,16.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,8,Windows
24499.0,Nvidia GeForce RTX 3060 Ti,AMD Ryzen 5,5. Nesil,Ryzen 5 5600,16.0,,GDDR6,8 GB,Harici,300 Hz,,2 Yıl,,DDR4,512.0,,3.9,4480 x 2520,3.00 GHz üstü,16,Windows
10499.0,Intel HD Graphics,Intel Core i3,12. Nesil,1215U,8.0,14 inç,Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,6,Free Dos
10999.0,Intel UHD Graphics,Intel Core i3,11. Nesil,1115G4,12.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.1,DDR4,256.0,,,1920 x 1080,,2,Windows
15949.0,AMD Radeon RX 550,AMD Ryzen 5,3. Nesil,3600,32.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,,,2 Yıl,,DDR4,128.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
15499.0,Intel XE Graphics,Intel Core i5,13. Nesil,1335U,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,10,Free Dos
38930.0,Nvidia GeForce RTX 4060,AMD Ryzen 7,7. Nesil,7735HS,8.0,"15,6 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,4.7,DDR5,512.0,,3.2,1920 x 1080,,8,Windows
9349.0,AMD Radeon Graphics,AMD Athlon,Belirtilmemiş,Belirtilmemiş,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,LPDDR5,256.0,,,1366 x 768,,4,Free Dos
4099.0,Intel HD Graphics,Intel Core i5,3. Nesil,3470,8.0,,DDR3,Paylaşımlı,Paylaşımlı,,,2 Yıl,,DDR3,256.0,,,,3.00 GHz üstü,4,Free Dos
15949.0,AMD Radeon RX 550,AMD Ryzen 5,3. Nesil,3600,32.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,,,2 Yıl,,DDR4,128.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
27099.0,Nvidia GeForce RTX 3050 Ti,Intel Core i7,11. Nesil,11800H,8.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,500.0,,,1920 x 1080,,8,Free Dos
24899.0,Nvidia GeForce RTX 2050,Intel Core i5,12. Nesil,12450H,8.0,"15,6 inç",GDDR6,4 GB,Dahili,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,4,Windows
9949.0,Nvıdıa GeForce GT 730,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,512.0,,,1920 x 1080,3.00 GHz üstü,4,Free Dos
15499.0,Intel UHD Graphics,Intel Core i5,12. Nesil,1235U,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.4,DDR4,512.0,,,1920 x 1080,,10,Windows
29399.0,Nvidia GeForce RTX 4050,AMD Ryzen 7,7. Nesil,7735HS,8.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,8,Free Dos
42799.0,Nvidia GeForce RTX 4050,Intel Core i7,12. Nesil,12700H,16.0,16 inç,GDDR6,6 GB,Harici,165 Hz,,2 Yıl,4.7,DDR4,512.0,,3.5,1920 x 1200,,14,Free Dos
8811.0,Intel UHD Graphics 600,Intel Celeron,Belirtilmemiş,N4020,4.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,2.8,LPDDR4,240.0,,1.1,1366 x 768,,2,Free Dos
25467.0,AMD Radeon RX 5500M,AMD Ryzen 5,5. Nesil,5600H,8.0,"15,6 inç",DDR4,4 GB,Harici,Belirtilmemiş,,2 Yıl,,DDR4,512.0,,Belirtilmemiş,1920 x 1080,,Belirtilmemiş,Free Dos
6999.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,İ5-3470,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
36789.0,Nvidia GeForce RTX 4060,Intel Core i7,13. Nesil,13700H,16.0,"15,6 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,14,Free Dos
16149.0,AMD Radeon RX 580,AMD Ryzen 5,3. Nesil,3600,32.0,"24"" / 61 Ekran",GDDR5,8 GB,Harici,75 Hz,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
27999.0,Nvidia GeForce RTX 4050,Intel Core i5,12. Nesil,12500H,8.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,4.5,DDR4,512.0,,3.3,1920 x 1080,,12,Free Dos
25036.0,Nvidia GeForce RTX 2050,Intel Core i5,Belirtilmemiş,11400H,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,512.0,,,1920 x 1080,,Belirtilmemiş,Windows
21149.0,Nvidia GeForce GTX 1650,AMD Ryzen 5,3. Nesil,3600,32.0,"24"" / 61 Ekran",GDDR6,4 GB,Harici,,,2 Yıl,,DDR4,512.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
9949.0,Nvıdıa GeForce GT 730,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,512.0,,,1920 x 1080,3.00 GHz üstü,4,Free Dos
22499.0,Paylaşımlı,AMD Ryzen 5,Yok,5500U,8.0,14 inç,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,,,DDR4,512.0,,Belirtilmemiş,1920 x 1080,,Belirtilmemiş,Free Dos
17699.0,AMD Radeon RX 580,Intel Core i5,10. Nesil,10400F,32.0,"24"" / 61 Ekran",GDDR5,8 GB,Harici,75 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
35781.0,Dahili Ekran Kartı,Intel Core i5,3. Nesil,İ5-3470,8.0,"5,5 - 6 inç",DDR3,Paylaşımlı,Dahili,,,2 Yıl,,DDR3,256.0,,3.2,1366 x 768,3.00 GHz üstü,4,Free Dos
13899.0,Intel UHD Graphics,Intel Core i3,11. Nesil,1115G4,8.0,14 inç,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,256.0,,,1920 x 1080,,2,Windows
4099.0,Intel HD Graphics,Intel Core i5,3. Nesil,3470,8.0,,DDR3,Paylaşımlı,Paylaşımlı,,,2 Yıl,,DDR3,256.0,,,,3.00 GHz üstü,4,Free Dos
12085.0,AMD R7 250,AMD A6,9. Nesil,9225,4.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,,Full HD,,,,128.0,,,1366 x 768,,2,Windows
10499.0,Dahili Ekran Kartı,AMD Ryzen 5,3. Nesil,3500U,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,256.0,,Belirtilmemiş,1920 x 1080,,4,Free Dos
6999.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,İ5-3470,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
27705.0,Nvidia GeForce RTX 3050,Intel Core i5,11. Nesil,11400,8.0,"15,6 inç",GDDR6,4 GB,Harici,,Full HD,,,,512.0,,4 +,1920 x 1080,,6,Free Dos
37999.0,Nvidia GeForce RTX3060,Intel Core i7,11. Nesil,Belirtilmemiş,32.0,"15,6 inç",GDDR6,6 GB,Harici,Belirtilmemiş,,2 Yıl,,DDR4,512.0,,2.9,2560 x 1440,,6,Free Dos
266238.0,Nvidia GeForce GTX 1650,Intel Core i5,10. Nesil,10300H,16.0,"15,6 inç",Belirtilmemiş,4 GB,Harici,Belirtilmemiş,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,Belirtilmemiş,Windows
14199.0,Dahili Ekran Kartı,Intel Core i7,11. Nesil,11390H,8.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,500.0,,,1920 x 1080,,4,Free Dos
20299.0,Nvidia GeForce RTX 3050,Intel Core i5,12. Nesil,12400F,16.0,6 inç ve üstü,GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,2.5,1920 x 1080,2.50 GHz - 3.00 GHz,6,Free Dos
21299.0,Intel UHD Graphics,Intel Core i7,12. Nesil,1255U,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,12,Free Dos
23750.0,Nvidia GeForce RTX 2050,Intel Core i5,11. Nesil,11400H,8.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR6,512.0,,,1920 x 1080,,12,Free Dos
20399.0,Nvidia GeForce GTX 1650,Intel Core i5,10. Nesil,10400F,32.0,"24"" / 61 Ekran",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
31999.0,Nvidia GeForce RTX 4050,Intel Core i5,12. Nesil,12450H,16.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,12,Free Dos
13549.0,Nvidia GeForce GTX 1650,Intel Core i3,10. Nesil,10100F,16.0,6 inç ve üstü,GDDR6,4 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,2.50 GHz - 3.00 GHz,4,Free Dos
177744.0,AMD Radeon RX 550,Intel Core i5,10. Nesil,10400F,16.0,"24"" / 61 Ekran",DDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR4,512.0,,2.9,1920 x 1080,3.00 GHz üstü,6,Free Dos
17699.0,AMD Radeon RX 580,Intel Core i5,10. Nesil,10400F,32.0,"24"" / 61 Ekran",GDDR5,8 GB,Harici,75 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
23286.0,Nvidia GeForce GTX 1650,Intel Core i5,11. Nesil,11320H,16.0,"15,6 inç",GDDR6,4 GB,Harici,120 Hz,,2 Yıl,4.5,DDR4,512.0,,,1920 x 1080,,4,Free Dos
6999.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,İ5-3470,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
9514.0,Dahili Ekran Kartı,Intel Core i3,3. Nesil,N305,8.0,"15,6 inç",Dahili,Paylaşımlı,Harici,60 Hz,,2 Yıl,,LPDDR5,256.0,,,1920 x 1080,,8,Free Dos
23349.0,Nvidia GeForce RTX 3050 Ti,AMD Ryzen 5,5. Nesil,6600H,8.0,"15,6 inç",DDR5,4 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,6,Free Dos
17749.0,Intel UHD Graphics,Intel Core i5,12. Nesil,1235U,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.4,DDR4,512.0,,3.3,1920 x 1080,,10,Windows
21149.0,Nvidia GeForce GTX 1650,AMD Ryzen 5,3. Nesil,3600,32.0,"24"" / 61 Ekran",GDDR6,4 GB,Harici,,,2 Yıl,,DDR4,512.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
14999.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.2,DDR4,256.0,,2.4,1920 x 1080,,4,Windows
9083.0,Nvidia GT730,Intel Core i7,1. Nesil,860,16.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,75 Hz,,2 Yıl,,,256.0,,2.8,1920 x 1080,3.00 GHz üstü,4,Free Dos
35649.0,Intel Iris Graphics,Intel Core i7,12. Nesil,12700H,16.0,"15,6 inç",SD,Paylaşımlı,Dahili,120 Hz,,2 Yıl,,LPDDR5,512.0,,,2880 x 1620,,14,Windows
1744523.0,Dahili Ekran Kartı,Intel Core M,Belirtilmemiş,Belirtilmemiş,8.0,Belirtilmemiş,GDDR6,Paylaşımlı,Harici,60 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,Belirtilmemiş,Free Dos
20299.0,Nvidia GeForce RTX 3050,Intel Core i5,12. Nesil,12400F,16.0,6 inç ve üstü,GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,2.5,1920 x 1080,2.50 GHz - 3.00 GHz,6,Free Dos
10999.0,Intel UHD Graphics,Intel Core i3,12. Nesil,1215U,8.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.4,DDR4,512.0,,1.2,1920 x 1080,,6,Free Dos
16500.0,Intel UHD Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.2,DDR4,512.0,,2.4,1920 x 1080,,4,Free Dos
10599.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,3470,16.0,27 inç,GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
26999.0,Nvidia GeForce RTX 4050,Intel Core i5,12. Nesil,12450H,8.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,2.2,1920 x 1080,,12,Free Dos
343551.0,Nvidia GeForce RTX 4050,Intel Core i5,13. Nesil,13500H,16.0,"16,1 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,12,Free Dos
16499.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1155G7,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.5,DDR4,512.0,,2.5,1920 x 1080,,4,Free Dos
129999.0,AMD Radeon RX 5500 XT,Intel Core i3,10. Nesil,10100F,8.0,,DDR4,8 GB,AMD Radeon Vega 8,,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,8,Windows
18339.0,Dahili Ekran Kartı,Intel Core i5,12. Nesil,1235U,8.0,"15,6 inç",GDDR6,2 GB,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,512.0,,,1920 x 1080,,10,Windows
29814.0,Intel Iris Graphics,Intel Core i5,10. Nesil,1135G7,8.0,"13,3 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,,4.2,LPDDR4,512.0,,2.4,1920 x 1080,,4,Windows
196576.0,Nvidia GeForce GTX 1660 SUPER,Intel Core i5,10. Nesil,10400F,16.0,"24"" / 61 Ekran",GDDR6,6 GB,Harici,75 Hz,,2 Yıl,,DDR4,512.0,,2.9,1920 x 1080,3.00 GHz üstü,6,Free Dos
7849.0,Intel HD Graphics,Intel Core i5,3. Nesil,3470,16.0,23.8 inç,Dahili,Paylaşımlı,Dahili,75 Hz,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
11099.0,AMD Radeon Graphics,AMD Ryzen 5,5. Nesil,5500U,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,6,Free Dos
10999.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",SD,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,500.0,,,1920 x 1080,,4,Free Dos
24949.0,Intel HD Graphics,Intel Core i3,12. Nesil,1235U,8.0,16 inç,Dahili,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR4,256.0,,,2560 x 1600,,10,Windows
11949.0,AMD Radeon RX 580,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,6 inç ve üstü,GDDR5,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
37999.0,Nvidia GeForce RTX 4060,AMD Ryzen 7,7. Nesil,7735HS,16.0,"15,6 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,16,Free Dos
9252.0,Intel HD Graphics 4400,Intel Core i5,3. Nesil,Belirtilmemiş,16.0,"19"" / 48 Ekran",Belirtilmemiş,,Dahili,,,2 Yıl,,,120.0,,,,,16,Windows
33333.0,Nvidia GeForce RTX 3050,Intel Core i5,11. Nesil,11400H,8.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,4.5,DDR4,512.0,,2.7,1920 x 1080,,6,Free Dos
149063.0,Dahili Ekran Kartı,AMD Ryzen 7,5. Nesil,5825U,16.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,8,Free Dos
19949.0,Nvidia GeForce GTX 1650,Intel Core i5,10. Nesil,10400F,32.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,144 Hz,,2 Yıl,,DDR5,256.0,,,1920 x 1080,2.50 GHz - 3.00 GHz,6,Free Dos
91530.0,AMD Radeon R7 240,Intel Core i5,3. Nesil,İ5-3470,16.0,"22"" / 55 Ekran",DDR3,4 GB,Harici,60 Hz,,2 Yıl,,DDR3,256.0,,3.2,1366 x 768,3.00 GHz üstü,4,Free Dos
17999.0,AMD Radeon RX 580,AMD Ryzen 5,3. Nesil,3600,32.0,"24"" / 61 Ekran",GDDR5,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
13599.0,AMD Radeon Graphics,AMD Ryzen 5,5. Nesil,5500U,16.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,6,Free Dos
36999.0,Nvidia GeForce RTX3060,Intel Core i7,11. Nesil,11600K,16.0,"15,6 inç",GDDR6,6 GB,Harici,165 Hz,,2 Yıl,4.6,DDR4,512.0,,2.9,2560 x 1440,,6,Free Dos
21799.0,Nvidia GeForce GTX1050 Ti,AMD Ryzen 5,Belirtilmemiş,3600,32.0,25 + inç,GDDR5,4 GB,Harici,240 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
32699.0,Nvidia GeForce RTX 4060,Intel Core i5,12. Nesil,12450H,32.0,"15,6 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,4.4,DDR4,500.0,Gen 3,,1920 x 1080,,8,Free Dos
12699.0,AMD Radeon Graphics,AMD Ryzen 7,7. Nesil,5700U,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,8,Free Dos
12126.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Windows
16999.0,AMD Radeon Graphics,AMD Ryzen 5,5. Nesil,5600H,8.0,16 inç,Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.2,DDR4,256.0,,2.8,1920 x 1200,,12,Free Dos
11899.0,Intel UHD Graphics,Intel Core i3,11. Nesil,1115G4,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.1,DDR4,500.0,Gen 3,3,1920 x 1080,,2,Free Dos
6249.0,Nvıdıa GeForce GT 730,Intel Core i5,3. Nesil,İ5-3470,16.0,,DDR3,4 GB,Harici,,,2 Yıl,,,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
22999.0,Belirtilmemiş,Intel Core i5,Belirtilmemiş,Belirtilmemiş,16.0,16 inç,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,512.0,,,1920 x 1080,,Belirtilmemiş,Windows
229788.0,Nvidia GeForce RTX 2050,Intel Core i5,12. Nesil,12450H,8.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,4.4,DDR5,256.0,,3.3,1920 x 1080,,8,Windows
29500.0,Nvidia GeForce RTX 3050 Ti,Intel Core i5,11. Nesil,11400H,16.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,4.7,DDR4,512.0,,2.7,1920 x 1080,,6,Free Dos
12126.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Windows
153441.0,AMD Radeon RX 580,AMD Ryzen 5,Belirtilmemiş,AMD Ryzen 5 1600,32.0,25 + inç,GDDR5,8 GB,Harici,90 Hz,,2 Yıl,,DDR4,240.0,Gen 3,3.4,1920 x 1080,3.00 GHz üstü,12,Free Dos
117801.0,AMD Radeon RX 580,AMD Ryzen 5,Belirtilmemiş,AMD Ryzen 5 1600,32.0,25 + inç,GDDR5,8 GB,Harici,90 Hz,,2 Yıl,,DDR4,240.0,Gen 3,3.4,1920 x 1080,3.00 GHz üstü,12,Free Dos
11499.0,Intel UHD Graphics,Intel Core i3,11. Nesil,N3000,8.0,"15,6 inç",GDDR5,Paylaşımlı,Harici,60 Hz,,2 Yıl,1.8,DDR4,256.0,,1.8,1920 x 1080,,8,Windows
25799.0,Nvidia GeForce RTX 2050,Intel Core i5,11. Nesil,11400H,16.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,6,Windows
5749.0,Intel HD Graphics,Intel Core i5,1. Nesil,650,8.0,"19"" / 48 Ekran",DDR3,,Intel HD Graphics 400,,,2 Yıl,,DDR3,256.0,,3.2,1366 x 768,3.00 GHz üstü,4,Free Dos
10599.0,Dahili Ekran Kartı,Intel Core i3,Belirtilmemiş,1215U,8.0,"15,6 inç",Dahili,Paylaşımlı,Harici,Belirtilmemiş,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,6,Free Dos
8766.0,AMD Radeon R7 240,Intel Core i7,Belirtilmemiş,860,16.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,,,2 Yıl,,,256.0,,2.8,1920 x 1080,,4,Windows
554922.0,Nvidia GeForce RTX 4070,Intel Core i9,13. Nesil,13900H,16.0,"17,3 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,14,Free Dos
25750.0,Nvidia GeForce RTX 3050,Intel Core i5,11. Nesil,11400H,16.0,"15,6 inç",DDR4,4 GB,Harici,144 Hz,,2 Yıl,4.5,DDR4,512.0,,,1920 x 1080,,6,Windows
